Id,Jurisdicci,area.prot,Especie,Fecha,Altitud,Localidad,Ambiente,Estado,Uso,Cantidad,Rastros,y,id_General,origen_SIB,mes,Periodo,yshort,coordX,coordY
873,PNLG,Parque Nacional Los Glaciares,HUEMUL,30/11/2012,600,"Ladera Norte del R¡o Fitz Roy, al Norte del Cerro Dos C¢ndores","Bosque abierto de lenga y ¤ire, con neneo, calafate, etc. Pendiente moderada, exposici¢n NE, suelo pobre, arenoso",Bueno,"Turismo, sendero",1,,2012,351,Glaciares,11,primavera,12,650919.4147,4533481.776
1308,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/12/2014,615,"Margen norte del R¡o Fitz Roy, a 985 m de la naciente en Laguna Torre","Fondo de valle, costa de r¡o, lengas achaparradas dispersas, algunas herb ceas. Suelo pedregosoÿ",Bueno a muy bueno,"Turismo, sendero",2,,2014,553,Glaciares,12,primavera,14,646594.7298,4533599.052
1489,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/12/2015,580,"Ladera norte del valle del R¡o Fitz Roy, 2 km al Este de laguna Torre",Ladera con bosque de lenga. Pendiente leve a moderada.,"Bueno a muy bueno, sectores de incendios antiguos","Turismo, senderos",1,,2015,714,Glaciares,12,primavera,15,648221.3024,4533555.343
2688,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/03/2021,618,"Sendero torre, cerca del mirador",,Bueno,Zona de uso publico,1,,2021,1771,Glaciares,3,verano,21,650596.9233,4533492.864
2196,PNLG,Parque Nacional Los Glaciares,HUEMUL,18/03/2019,528,Senda Laguna Torre km 1,Bosque,Bueno,Zona de uso publico,1,,2019,1309,Glaciares,3,verano,19,651419.3483,4533472.449
2200,PNLG,Parque Nacional Los Glaciares,HUEMUL,20/03/2019,609,Mirador laguna Torre,Bosque,Bueno,Zona de uso publico,2,,2019,1313,Glaciares,3,verano,19,650598.4372,4533495.047
1901,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/12/2017,620,"Margen norte del R¡o Fitz Roy, a 800 m de la naciente en Laguna Torre","Fondo de valle, morenas, bosque de lenga abierto. Pendiente leve",Bueno,"Turismo, sendero, campamento",1,,2017,1085,Glaciares,12,primavera,17,646376.9657,4533611.541
929,PNLG,Parque Nacional Los Glaciares,HUEMUL,15/01/2013,540,"Ladera Norte del R¡o Fitz Roy, 500 m al NE del Cerro Dos C¢ndores","Ladera de pendiente leve a moderada, pastizal con  rboles aislados. Pendiente leve.",Bueno,"Turismo, sendero, mirador",1,,2013,389,Glaciares,1,verano,13,651080.1788,4533485.138
1776,PNLG,Parque Nacional Los Glaciares,HUEMUL,22/02/2017,620,"Margen norte del R¡o Fitz Roy, a 700 m de la naciente en Laguna Torre","Fondo de valle, comienzo de lader, morena con bosque de lenga. Suelo arenoso, pedregoso. pendiente leve",Bueno,"Tursimo, campamento, senderos",1,,2017,977,Glaciares,2,verano,17,646235.3624,4533617.543
2336,PNLG,Parque Nacional Los Glaciares,HUEMUL,24/11/2019,616,Sendero laguna Torre - De Agostini.,Bosque,Bueno,Zona de uso publico,1,,2019,1449,Glaciares,11,primavera,19,646248.4686,4533618.306
1561,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/02/2016,575,"Margen norte del R¡o Fitz Roy, 2,3 km al Este de Laguna Torre",Ladera con bosque de lenga y pastizal,Muy bueno,"Turismo, senderos",1,,2016,785,Glaciares,2,verano,16,648464.2448,4533559.898
2682,PNLG,Parque Nacional Los Glaciares,HUEMUL,20/04/2021,622,Sendero Torre km 8,"Costa del R¡o, bosque",,Zona de uso publico,1,,2021,1765,Glaciares,4,oto¤o,21,646569.6597,4533613.071
1940,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/01/2018,610,"Ladera norte del R¡o Fitz Roy, 350 m al NO del Cerro Dos C¢ndores","Ladera con bosque de lenga y ¤ire y pastizal. Pendiente leve a moderada, exposici¢n sur-SW",Bueno a muy bueno,"Turismo, sendero, miradores",2,,2018,1119,Glaciares,1,verano,18,650613.9678,4533504.633
2614,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/01/2018,610,"Ladera norte del R¡o Fitz Roy, 400 m al NO del Cerro Dos C¢ndores",Ladera de pendiente moderada con bosque abierto de ¤ire y lenga. Exposici¢n NO.,Muy bueno,"Turismo, sendero",2,,2018,1709,Glaciares,1,verano,18,650613.9678,4533504.633
2742,PNLG,Parque Nacional Los Glaciares,HUEMUL,8/02/2018,610,"Ladera norte del r¡o Fitz Roy, 400 m al NO del cerro Dos C¢ndores","Ladera con pendiente leve a moderada, bosque de lenga. Exposici¢n sur",Bueno a muy bueno,"Turismo, sendero, mirador",1,,2018,1825,Glaciares,2,verano,18,650613.9678,4533504.633
2776,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/02/2018,610,"Ladera Norte del R¡o Fitz Roy, 400 m al NO del Cerro Dos C¢ndores","Bosque de lenga. Pendiente leve, exposici¢n Sur-SO",Bueno a muy bueno,"Turismo, sendero, mirador",2,,2018,1859,Glaciares,2,verano,18,650613.9678,4533504.633
2515,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/02/2020,618,Campamento Dïagostini,Bosque de lengas,Bueno,Zona de uso publico,1,,2020,1628,Glaciares,2,verano,20,646231.8782,4533623.198
1235,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/04/2014,580,"Ladera Norte del R¡o Fitz Roy, 2,3 km al Este de Laguna Torreÿ","Ladera de pendiente leve con bosque abierto de lenga, pastizal y arbustivas dispersas, calafate, siete camisas",Muy bueno,"Turismo, senderos, sanitario cercanoÿ",1,,2014,520,Glaciares,4,oto¤o,14,648356.817,4533566.142
1020,PNLG,Parque Nacional Los Glaciares,HUEMUL,15/03/2013,555,"Ladera Norte del R¡o Fitz Roy, 650 metros al NE del Cerro Dos C¢ndores","Pastizal de gram¡neas con michay y neneo, sector muy abierto cerca del bosque de lenga, maduro y abierto. Pendiente leve.",Bueno,"Turismo, sendero, miradores; 200 m del mirador, 2 km al Este de El Chalt‚n.",1,,2013,409,Glaciares,3,verano,13,651003.3871,4533495.04
1534,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/01/2016,620,"Margen norte del R¡o Fitz Roy, 400 m al Este de Laguna Torre","Morena con bosque de lenga, suelo pedregoso, pendiente leve a moderada",Bueno,"Turismo, campamento, senderos, mirador",1,,2016,758,Glaciares,1,verano,16,646221.0403,4533625.711
1955,PNLG,Parque Nacional Los Glaciares,HUEMUL,25/01/2018,555,"Ladera norte del r¡o Fitz Roy, 3 km al Este de Laguna Torre","Ladera con bosque bajo de ¤ire y lenga, suelo arenoso, pendiente leve.",Bueno,"Turismo, senderos",2,,2018,1134,Glaciares,1,verano,18,648967.1151,4533551.827
594,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/09/2010,550,"Ladera Norte del valle del R¡o Fitz Roy, por sendero a Laguna Torre","Bosque mixto bajo de ¤ire y lenga, con peque¤as pampas.",Bueno a muy bueno,"Turismo, sendero",2,,2010,220,Glaciares,9,invierno,10,649056.4713,4533549.4
1194,PNLG,Parque Nacional Los Glaciares,HUEMUL,5/02/2014,620,"Margen Norte del R¡o Fitz Roy, a 780 m de la naciente en Laguna Torre","Fondo de valle, bosque de lenga alto con ejemplares j¢venes. Sector abierto por sendero, pendiente nula a leve. Suelo pedregoso",Bueno,"Tursimo, sendero, campamento",1,,2014,481,Glaciares,2,verano,14,646354.0151,4533623.278
208,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/03/2006,600,"Margen Norte del Valle del R¡o Fitz Roy, sendero hacia Laguna Torre.","Bosque abierto, ladera hacia el valle del r¡o, pedregoso.",Bueno a muy bueno,tur¡stico; sendero,2,,2006,79,Glaciares,3,verano,6,648357.6336,4533569.457
881,PNLG,Parque Nacional Los Glaciares,HUEMUL,14/12/2012,620,"Costa Norte del R¡o Fitz Roy, 450 m de la naciente en Laguna Torre","Morena, costa de r¡o, bosquecito de lenga.ÿ",Bueno,"Turismo, campamento, sendero, miradores.",2,,2012,359,Glaciares,12,primavera,12,646192.0109,4533627.598
1178,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/01/2014,600,"Margen Norte del R¡o Fitz Roy, 300 m al NO del Cerro Dos C¢ndores","Ladera de pendiente moderada, bosque de lenga abierto y pastizal, roquedales ÿÿ",Bueno,"Turismo, sendero, mirador",1,,2014,470,Glaciares,1,verano,14,650596.6545,4533509.558
1360,PNLG,Parque Nacional Los Glaciares,HUEMUL,15/02/2015,620,"Margen norte del R¡o Fitz Roy, a 800 m de la naciente en Laguna Torre",,,,1,,2015,603,Glaciares,2,verano,15,646340.9682,4533624.738
182,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/12/2004,556,Sendero Lag. Torre;ÿfaldeo Co. Dos C¢ndores.,Bosque alto de lenga.,,Tur¡stico,1,Huellas,2004,59,Glaciares,12,primavera,4,651109.5438,4533495.454
1533,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/01/2016,620,"Ladera norte del R¡o Fitz Roy, 300 m al Este de Laguna Torre","Morena con bosque de lenga y sectores pelados, suelo pedregoso.",Bueno a muy bueno,"Turismo, campamento, senderos, mirador",1,,2016,757,Glaciares,1,verano,16,646171.032,4533631.494
2816,PNLG,Parque Nacional Los Glaciares,HUEMUL,18/04/2018,610,"Ladera Norte del R¡o Fitz Roy, 280 m al Norte_NO del Cerro Dos C¢ndores","Ladera con bosque de lenga y pastizal alto. Pendiente leve a moderada, exposici¢n Sur-SO",Bueno a muy bueno,"Turismo, sendero, mirador",1,,2018,1899,Glaciares,4,oto¤o,18,650715.9487,4533511.844
1752,PNLG,Parque Nacional Los Glaciares,HUEMUL,24/01/2017,620,"Margen norte del R¡o Fitz Roy, a 1 km de la naciente en Laguna Torre","Fondo de valle, costa de r¡o con pastizal, arbustivas y renovales, ¤ire, con rocas dispersas y bosque de lenga cercano. Barrancas sobre la costa. Pendiente leve",Muy bueno,"Turismo, senderos, miradores, campamento",2,,2017,953,Glaciares,1,verano,17,646572.8923,4533625.221
2821,PNLG,Parque Nacional Los Glaciares,HUEMUL,24/04/2018,610,"ladera Norte del R¡o Fitz Roy, 380 m al Norte-NO del Cerro Dos C¢ndores",Bosque de lenga y pastizal. pendiente leve. exposici¢n Sur,Bueno a muy bueno,"Turismo, sendero, mirador",1,,2018,1904,Glaciares,4,oto¤o,18,650594.6887,4533517.399
2695,PNLG,Parque Nacional Los Glaciares,HUEMUL,16/02/2021,575,"Sendero Torre Km 3,3",bosque lenga,bueno,Zona de uso publico,1,,2021,1778,Glaciares,2,verano,21,649954.7263,4533537.156
2689,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/03/2021,614,Sendero Torre Mirador,,Bueno,Zona de uso publico,1,,2021,1772,Glaciares,3,verano,21,650643.454,4533519.398
2082,PNLG,Parque Nacional Los Glaciares,HUEMUL,1/02/2019,606,"Senda al Torre Km 2,5",Bosque,Bueno,Zona de uso publico,1,,2019,1195,Glaciares,2,verano,19,650744.495,4533518.847
1809,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/03/2017,620,"Margen norte del R¡o Fitz Roy, 780 m de la naciente en Laguna Torre","Ladera y morena con bosque de lenga y ¤ire. Costa de r¡o. Suelo pedregoso, rocoso. Pendiente leve",Bueno,"Turismo, campamento, senderos",2,,2017,1010,Glaciares,3,verano,17,646268.6762,4533640.015
2785,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/03/2018,610,"Ladera Norte del R¡o Fitz Roy, 320 m al Norte-NO del Cerro Dos C¢ndores","Bosque de lenga, pendiente leve a moderada, exposici¢n Sur",Bueno a muy bueno,"Turismo, sendero, mirador",1,,2018,1868,Glaciares,3,verano,18,650685.6506,4533520.464
1407,PNLG,Parque Nacional Los Glaciares,HUEMUL,8/04/2015,615,"Margen norte del R¡o Fitz Roy, a 1,130 km de la naciente en Laguna Torreÿ","Fondo de valle, sector costero, con algunos renovales y arbustivas.ÿ",Bueno a muy bueno,"Turismo, sendero",2,,2015,649,Glaciares,4,oto¤o,15,646647.8977,4533629.891
2750,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/02/2018,540,"Ladera Norte del R¡o Fitz Roy, 380 m al NE del cerro Dos C¢ndores","Ladera con bosque de lenga, pendiente leve a moderada. Exposici¢n Sur",Bueno a muy bueno,"Turismo, sendero, miradores",1,,2018,1833,Glaciares,2,verano,18,651104.8566,4533510.045
2753,PNLG,Parque Nacional Los Glaciares,HUEMUL,14/02/2018,540,"Ladera Norte del valle del R¡o Fitz Roy, 400 m al NE del Cerro Dos C¢ndores","Ladera de pendiente leve a moderada, con bosque de lenga y ¤ire. Exposici¢n Sur-SE",Bueno a muy bueno,"Turismo, sendero, miradores",2,,2018,1836,Glaciares,2,verano,18,651081.6094,4533510.685
2756,PNLG,Parque Nacional Los Glaciares,HUEMUL,15/02/2018,470,"Ladera Norte del valle del R¡o Fitz Roy, 450 m al N-NE del Cerro Dos C¢ndores","Ladera con bosque de lenga y pastizal. Pendiente leve a moderada, exposici¢n Sur. Suelo terroso-pedregoso",Bueno a muy bueno,"Turismo, sendero, miradores",2,,2018,1839,Glaciares,2,verano,18,650930.5029,4533514.845
1823,PNLG,Parque Nacional Los Glaciares,HUEMUL,25/03/2017,565,"Ladera norte del R¡o Fitz Roy, 960 m al oeste del Cerro Dos C¢ndores",Ladera con bosque de lenga y pastizal bajo. Pendiente leve,Bueno a muy bueno,"Turismo, sendero",1,,2017,1024,Glaciares,3,verano,17,649977.3685,4533540.986
1380,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/02/2015,635,"R¡o Fitz Roy, a 200 metros de la naciente en Laguna Torre","Morenas, costa de r¡o. Lengas aisladas, Perenettya",Bueno a muy bueno,"Turismo, senderos, campamentos, tirolesa",2,,2015,622,Glaciares,2,verano,15,645842.3517,4533655.815
2831,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/06/2018,540,"Ladera Norte del R¡o Fitz Roy, 370 m al NE del Cerro Dos C¢ndores","Ladera con bosque de lenga y pastizal. Pendiente leve, exposici¢n Sur-SE",Bueno a muy bueno,"Turismo, sendero, mirador",1,,2018,1914,Glaciares,6,oto¤o,18,651108.5808,4533513.279
2616,PNLG,Parque Nacional Los Glaciares,HUEMUL,30/01/2018,610,"Ladera norte del r¡o Fitz Roy, 300 m al NO del cerro Dos C¢ndores",Ladera de pendiente moderada con bosque abierto de lenga,Muy bueno,"Turismo, sendero, mirador",2,,2018,1711,Glaciares,1,verano,18,650741.7724,4533525.596
2826,PNLG,Parque Nacional Los Glaciares,HUEMUL,7/05/2018,615,"Ladera Norte del R¡o Fitz Roy, 380 m al Norte-NO del Cerro Dos C¢ndores","Ladera con bosque de lenga y pastizal. Pendiente leve, exposici¢n Sur.SO",Bueno a muy bueno,"Turismo, mirador, sendero",1,,2018,1909,Glaciares,5,oto¤o,18,650624.8099,4533528.809
936,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/01/2013,540,"Ladera Norte del R. Fitz Roy, unos 350 m al NE del Cerro Dos C¢ndores","Ladera de pendiente leve. Bosque abiertro de ¤ire y lenga, herb ceas.",Bueno a regular,"Turismo, sendero, mirador",1,,2013,396,Glaciares,1,verano,13,651098.502,4533516.894
1942,PNLG,Parque Nacional Los Glaciares,HUEMUL,14/01/2018,570,"Margen norte del valle del R¡o Fitz Roy, 900 m al oeste-NO del Cerro Dos C¢ndores","Fondo de valle, comienzo de ladera con bosque de lenga y ¤ire. Pendiente leve, suelo mayormente pedregoso, exposici¢n sur",Bueno a muy bueno,"Turismo, sendero",2,,2018,1121,Glaciares,1,verano,18,650015.4492,4533551.069
1237,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/04/2014,630,Morena frontal de Laguna Torre,"Bosque de lenga bajo y arbustivas, costa de laguna. ÿ",Bueno,"Turismo, sendero, campamento, miradoresÿ",1,,2014,521,Glaciares,4,oto¤o,14,646490.6973,4533650.777
2510,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/02/2020,604,Sendero al Torre km 7 /8,Bosque abierto,Bueno,Zona de uso publico,1,,2020,1623,Glaciares,2,verano,20,646657.1206,4533648.555
1199,PNLG,Parque Nacional Los Glaciares,HUEMUL,18/02/2014,620,"Margen Norte del R¡o Fitz Roy, 800 metros de la naciente en Laguna Torreÿ","Morenas con mucho suelo desnudo y renovales de lenga con algunas herb ceas, pastos. Costa de laguna",Bueno,"Turismo, sendero, campamento",1,,2014,485,Glaciares,2,verano,14,646264.1244,4533660.16
1929,PNLG,Parque Nacional Los Glaciares,HUEMUL,5/03/2017,540,"Ladera norte del r¡o Fitz Roy, 450 m al NE del Cerro Dos C¢ndores","Ladera con bosque de lenga, pastizal y renovales; algunos ¤ires. Pendiente leve a moderada, exposici¢n sur",Muy bueno,"Turismo, sendero y miradores",1,,2017,1108,Glaciares,3,verano,17,651152.6287,4533528.753
2548,PNLG,Parque Nacional Los Glaciares,HUEMUL,11/03/2020,558,Sendero Torre,Bosque de lengas,Bueno,Zona de uso publico,4,,2020,1661,Glaciares,3,verano,20,649260.1858,4533581.683
181,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/12/2004,600,"Sendero a Laguna Torre, al Oeste del Mirador.",Bosque de lenga.,,"Tur¡stico, sendero",1,,2004,58,Glaciares,12,primavera,4,650461.8104,4533549.969
2746,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/02/2018,540,"Ladera Norte del R¡o Fitz Roy, 400 m al N-NE del Cerro Dos C¢ndores","Ladera con bosque de lenga y ¤ire, pendiente moderada a leve. Exposici¢n Sur-sudeste",Bueno a muy bueno,"Turismo, sendero, a menos de 2 km de El Chalt‚n",3,,2018,1829,Glaciares,2,verano,18,651129.5346,4533534.951
1812,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/03/2017,620,"Morena frontal de la Laguna Torre, 450 m de la orilla","Ladera y morena con lengas y ¤ires entre rocas y suelo desnudo, pedregoso. Bosque de lenga alto contiguo. Pendiente moderada a leve.",Bueno a muy bueno,"Turismo, sendero, campamento y mirador",1,,2017,1013,Glaciares,3,verano,17,646429.2135,4533662.43
2325,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/11/2019,557,"Senda laguna Torre km 3,4",Bosque,Bueno,Zona de uso publico,1,,2019,1438,Glaciares,11,primavera,19,649762.3338,4533573.56
2359,PNLG,Parque Nacional Los Glaciares,HUEMUL,11/12/2019,613,"Sendero Laguna Torre, km 8",Bosque abierto de ¤ire y lenga,Bueno,Zona de uso publico,1,,2019,1472,Glaciares,12,primavera,19,646669.7086,4533657.118
2211,PNLG,Parque Nacional Los Glaciares,HUEMUL,25/03/2019,531,"Sendero Laguna Torre Km 1,1",Bosque,Bueno,Zona de uso publico,1,,2019,1324,Glaciares,3,verano,19,651313.4252,4533533.219
1471,PNLG,Parque Nacional Los Glaciares,HUEMUL,11/11/2015,615,"Margen norte del R¡o Fitz Roy, a 1 km de la naciente en Laguna Torre","Fondo de valle, costa y orilla de r¡o, luego bosque de lenga en principio de ladera. Pendiente leve a moderada, exposici¢n sur a SE. Suelo pedregoso, arenoso.ÿ",Bueno a muy bueno,"Turismo, sendero, campamentos cercanos",2,,2015,696,Glaciares,11,primavera,15,646669.0415,4533659.36
362,PNLG,Parque Nacional Los Glaciares,HUEMUL,30/12/2008,700,"Valle del R¡o Fitz Roy, faldeo Sur. No aclara el lugar exacto pero por las fotos debe ser el tercio Oeste del valle.","Bosque de lenga abierto, fondo de valle, pendiente casi nula, Viola, Gavilea, Ozmorrhiza y gramineas",Muy bueno,"Turismo, senderos, miradores",2,,2008,178,Glaciares,12,primavera,8,646732.9719,4533657.651
2073,PNLG,Parque Nacional Los Glaciares,HUEMUL,25/01/2019,570,Entre km 3 y 4 del Torre,Bosque,Bueno,Zona de uso publico,1,,2019,1186,Glaciares,1,verano,19,649930.2719,4533573.422
2818,PNLG,Parque Nacional Los Glaciares,HUEMUL,20/04/2018,540,"Ladera Norte del R¡o Fitz Roy, 430 m al NE del Cerro Dos C¢ndores","Bosque de lenga con pastizal alto y grandes roquedales. Pendiente leve a moderada, exposici¢n SE",Muy bueno,"Turismo, sendero. Cercan¡as del pueblo",1,,2018,1901,Glaciares,4,oto¤o,18,651150.2435,4533547.73
2149,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/03/2019,532,Sendero Torre km 2,Bosque,Bueno,Zona de uso publico,1,,2019,1262,Glaciares,3,verano,19,651288.3051,4533545.037
1029,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/04/2013,580,"Ladera Norte del R¡o Fitz Roy, 600 metros al Noroeste del Cerro Dos C¢ndores.",Ladera de pendiente moderada. Bosque de lenga,Bueno,"Turismo, sendero, mirador",1,,2013,417,Glaciares,4,oto¤o,13,650351.8733,4533570.782
197,PNLG,Parque Nacional Los Glaciares,HUEMUL,22/02/2005,750,"Sendero de acceso al Glaciar Grande, sobre morena de Lag. Torre.","Morena, con lengas, murtillas, exposici¢n N.",,Tur¡stico,1,,2005,68,Glaciares,2,verano,5,645511.3532,4533702.427
2613,PNLG,Parque Nacional Los Glaciares,HUEMUL,15/01/2018,600,"Ladera Norte del R¡o Fitz Roy, 1,300 km al Oeste del Cerro Dos C¢ndores",Ladera de pendiente leve con bosque abierto de ¤ire y lenga,Muy bueno,"Turismo, sendero",1,,2018,1708,Glaciares,1,verano,18,649564.4295,4533594.533
2496,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/02/2020,613,Senda a Laguna Torre km. 3,Bosque de lu¨enga y ¤ire,Bueno,Zona de uso publico,1,,2020,1609,Glaciares,2,verano,20,650540.0925,4533567.845
1303,PNLG,Parque Nacional Los Glaciares,HUEMUL,8/12/2014,565,"Margen Norte del R¡o Fitz Roy, 650 m al NO del Cerro Dos C¢ndores","Fondo de valle, comienzo de ladera; pendiente leve. Bosque de lenga abierto con pastizal y herb ceas. Exposici¢n mayormente sur",Bueno a muy bueno,"Turismo, sendero",1,,2014,548,Glaciares,12,primavera,14,650275.6538,4533575.096
2213,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/03/2019,552,"Sendero Laguna Torre km 3,5",Bosque,Bueno,Zona de uso publico,1,,2019,1326,Glaciares,3,verano,19,649509.9737,4533597.13
1304,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/12/2014,550,"Margen norte del R¡o Fitz Roy, 1,3 km al O-NO del Cerro Dos C¢ndores","Fondo de valle, comienzo de ladera, bosque de ¤ire bajo con algunas lengas, pastizal","Bueno, sector afectado por el tr nsito de visitantes","Turismo, sendero",1,,2014,549,Glaciares,12,primavera,14,649578.3842,4533599.715
1928,PNLG,Parque Nacional Los Glaciares,HUEMUL,1/01/2018,550,"Margen norte del R¡o Fitz Roy, 1,4 km al oeste del Cerro Dos C¢ndores","Fondo de valle, comienzo de ladera con bosque de ¤ire y lenga; arbustivas, clafate. Suelo pedregoso a arenoso. Pendiente leve, exposici¢n sur",Bueno,"Turismo, sendero",1,,2018,1107,Glaciares,1,verano,18,649486.9081,4533604.433
2555,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/04/2020,609,Sendero al Torre km 8,Bosque,Bueno,Zona de uso publico,1,,2020,1668,Glaciares,4,oto¤o,20,646698.7251,4533681.927
395,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/12/2008,500,"Cabecera Norte sendero a Laguna Torre, antes de la uni¢n con el sendero sur. ÿ","Bosquecito de ¤ire y notros; orqu¡deas, exposici¢n NO",,"tur¡stico, sendero",1,,2008,179,Glaciares,12,primavera,8,652631.1771,4533520.074
1954,PNLG,Parque Nacional Los Glaciares,HUEMUL,25/01/2018,570,"Ladera norte del r¡o Fitz Roy, 670 m al NO del Cerro Dos C¢ndores","Ladera con bosque de lenga, cerecano al valle del r¡o. Pendiente leve",Bueno,"Turismo, sendero, mirador",1,,2018,1133,Glaciares,1,verano,18,650285.4026,4533585.953
2353,PNLG,Parque Nacional Los Glaciares,HUEMUL,6/12/2019,575,"Sendero Torre, aprox. km 3",Bosque lengas,Bueno,Zona de uso publico,1,,2019,1466,Glaciares,12,primavera,19,650307.9235,4533585.336
2077,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/01/2019,571,Senda Madre e Hija,Bosque,Bueno,Zona de uso publico,1,,2019,1190,Glaciares,1,verano,19,648517.1745,4533635.223
2076,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/01/2019,571,Senda Madre e Hija,Bosque,Bueno,Zona de uso publico,1,,2019,1189,Glaciares,1,verano,19,648517.1745,4533635.223
1806,PNLG,Parque Nacional Los Glaciares,HUEMUL,16/03/2017,595,"Ladera norte del valle del R¡o Fitz Roy, 2 km al Este de Laguna Torre","Ladera con bosque de lenga y ¤ire, antigua morena. Suelo blando. Pendiente leve, exposici¢n sur.",Bueno a muy bueno,"Turismo, senderos",1,,2017,1007,Glaciares,3,verano,17,648288.3322,4533641.413
2439,PNLG,Parque Nacional Los Glaciares,HUEMUL,1/01/2020,607,km 7 sendero Laguna Torre,Bosque de ¤ire,Bueno,Zona de uso publico,1,,2020,1552,Glaciares,1,verano,20,646708.3477,4533688.344
2454,PNLG,Parque Nacional Los Glaciares,HUEMUL,16/01/2020,607,Sendero a Laguna Torre km 8,Bosque de lengas,Bueno,Zona de uso publico,1,,2020,1567,Glaciares,1,verano,20,646708.3477,4533688.344
2513,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/02/2020,607,Sendero Torre km 6.5,Bosque de lengas,Bueno,Zona de uso publico,1,,2020,1626,Glaciares,2,verano,20,646708.3477,4533688.344
2512,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/02/2020,607,Sendero Torre km 6.5,Bosque de lengas,Bueno,Zona de uso publico,1,,2020,1625,Glaciares,2,verano,20,646708.3477,4533688.344
2516,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/02/2020,607,Sendero Torre km 7,Bosque de lengas,Bueno,Zona de uso publico,1,,2020,1629,Glaciares,2,verano,20,646708.3477,4533688.344
2514,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/02/2020,607,Torre km 7,Bosque de lengas,Bueno,Zona de uso publico,1,,2020,1627,Glaciares,2,verano,20,646708.3477,4533688.344
2518,PNLG,Parque Nacional Los Glaciares,HUEMUL,29/02/2020,607,Laguna Torre,Bosque cerca de morena,Bueno,Zona de uso publico,1,,2020,1631,Glaciares,2,verano,20,646708.3477,4533688.344
2524,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/03/2020,607,Sendero Torre km 8,"Bosque , cruzando el r¡o",Bueno,Zona de uso publico,1,,2020,1637,Glaciares,3,verano,20,646708.3477,4533688.344
2528,PNLG,Parque Nacional Los Glaciares,HUEMUL,4/03/2020,607,"Sendero Laguna Torre, antes del campamento D' Agostini",Bosque abierto,Bueno,Zona de uso publico,2,,2020,1641,Glaciares,3,verano,20,646708.3477,4533688.344
2536,PNLG,Parque Nacional Los Glaciares,HUEMUL,8/03/2020,607,Sendero Torre km. 7,Bosque de lengas,Bueno,Zona de uso publico,2,,2020,1649,Glaciares,3,verano,20,646708.3477,4533688.344
2537,PNLG,Parque Nacional Los Glaciares,HUEMUL,8/03/2020,607,Sendero Torre km. 7,Bosque de lengas,Bueno,Zona de uso publico,2,,2020,1650,Glaciares,3,verano,20,646708.3477,4533688.344
2534,PNLG,Parque Nacional Los Glaciares,HUEMUL,8/03/2020,607,Sendero Torre km. 7,Bosque de lengas,Bueno,Zona de uso publico,2,,2020,1647,Glaciares,3,verano,20,646708.3477,4533688.344
2535,PNLG,Parque Nacional Los Glaciares,HUEMUL,8/03/2020,607,Sendero Torre km. 7,Bosque de lengas,Bueno,Zona de uso publico,2,,2020,1648,Glaciares,3,verano,20,646708.3477,4533688.344
