Id,Jurisdicci,area prot,Especie,Fecha,Laterror,Longerror,Latform,Longform,Latitud,Longitud,Altitud,Localidad,Ambiente,Estado,Uso,Cantidad,Rastros,y,id_General,origen_SIB,mes ,Periodo
1499,PNLG,Parque Nacional Los Glaciares,HUEMUL,15/12/2015,-4933328,-7295751,-49.33328,-72.95751,-49.33328,-72.95751,580,"Ladera norte del R¡o Fitz Roy, 2,3 km al Este de Laguna Torre","Fondo de valle, comienzo de ladera con bosque de lenga abierto, pastizal y renovales. Pendiente leve, suelo arenoso.","Bueno a muy bueno, sectores de incendios antiguos","Turismo, senderos",2,,2015,724,Glaciares,12,primavera
1931,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/12/2017,-4933328,-7291751,-49.33328,-72.91751,-49.33328,-72.91751,520,"Ladera norte del R¡o Fitz Roy, 500 m al E-NE del Cerro Dos C¢ndores","Ladera con bosque de lenga. Pendiente leve a moderada, exposici¢n sur",Bueno a muy bueno,"Turismo, sendero, miradores",0,,2017,1110,Glaciares,12,primavera
937,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/02/2013,-4933327,-729578,-49.33327,-72.9578,-49.33327,-72.9578,580,"Ladera Norte del R. Fitz Roy, a 2,6 km al Este de la naciente en Lag. Torre","Bosque abierto sobre morena, ¤ire y lenga, con sectores de bosque alto y pastizal. Valle del r¡o. Pendiente leve, exposici¢n Sur.",Bueno,"Turismo, sendero",1,,2013,397,Glaciares,2,verano
1342,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/01/2015,-4933326,-7295903,-49.33326,-72.95903,-49.33326,-72.95903,580,"Ladera norte del R¡o Fitz Roy, 2,2 km al Este de Laguna Torre","Fondo de valle, comienzo de ladera, bosque de lenga abierto con arbustivas. Pendiente leve, exposici¢n sur. Suelo arenoso, pedregoso. Presencia de  rbolse secos.",Bueno a muy bueno. Incendios pasados en recuperaci¢n,"Tursimo, sendero",1,,2015,585,Glaciares,1,verano
2151,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/03/2019,-4933325,-7295673,-49.33325,-72.95673,-49.33325,-72.95673,577,Senda al Torre km 5,Bosque,Bueno,Zona de uso publico,3,,2019,1264,Glaciares,3,verano
2542,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/03/2020,-4933325,-7295535,-49.33325,-72.95535,-49.33325,-72.95535,567,Sendero Torre km. 5 /6,Bosque de lengas,Bueno,Zona de uso publico,2,,2020,1655,Glaciares,3,verano
2540,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/03/2020,-4933325,-7295535,-49.33325,-72.95535,-49.33325,-72.95535,567,Sendero Torre km. 5 /6,Bosque de lengas,Bueno,Zona de uso publico,2,,2020,1653,Glaciares,3,verano
2541,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/03/2020,-4933325,-7295535,-49.33325,-72.95535,-49.33325,-72.95535,567,Sendero Torre km. 5 /6,Bosque de lengas,Bueno,Zona de uso publico,2,,2020,1654,Glaciares,3,verano
2549,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/03/2020,-4933325,-7295535,-49.33325,-72.95535,-49.33325,-72.95535,567,Sendero al Torre km.5,Bosque de lengas,Bueno,Zona de uso publico,2,,2020,1662,Glaciares,3,verano
2718,PNLG,Parque Nacional Los Glaciares,HUEMUL,4/08/2020,-4933325,-729232,-49.33325,-72.9232,-49.33325,-72.9232,595,"senda del Torre, km 2",bosque de lenga,bueno,ZUPE,1,,2020,1801,Glaciares,8,invierno
2293,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/09/2019,-4933325,-7295535,-49.33325,-72.95535,-49.33325,-72.95535,567,Senda a laguna Torre km 5,Bosque,Bueno,Zona de uso publico,2,,2019,1406,Glaciares,9,invierno
2089,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/02/2019,-4933324,-7295888,-49.33324,-72.95888,-49.33324,-72.95888,0,Senda al Torre,Bosque,Bueno,Zona de uso publico,1,,2019,1202,Glaciares,2,verano
1390,PNLG,Parque Nacional Los Glaciares,HUEMUL,18/03/2015,-4933323,-7298514,-49.33323,-72.98514,-49.33323,-72.98514,625,"Margen sur del R¡o Fitz Roy, a 780 m de la naciente en Laguna Torre","Fondo de valle, comienzo de ladera con bosque de lenga, contratalud del r¡o de exposici¢n N-NO. Pendiente moderada",Muy bueno,"Turismo, sendero sobre la margen norte del r¡o",2,,2015,632,Glaciares,3,verano
2162,PNLG,Parque Nacional Los Glaciares,HUEMUL,4/03/2019,-4933322,-729271,-49.33322,-72.9271,-49.33322,-72.9271,606,Senda Laguna Torre km 2,Bosque,Bueno,Zona de uso publico,1,,2019,1275,Glaciares,3,verano
2809,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/04/2018,-4933321,-7295682,-49.33321,-72.95682,-49.33321,-72.95682,580,"Ladera Norte del R¡o Fitz Roy, 2,350 km al Este de Laguna Torre","Bosque de lenga abierto y pastizal de gram¡neas, Pendiente leve, exposici¢n Sur",Bueno a muy bueno,"Turismo, senderos, campamento, letrina.",1,,2018,1892,Glaciares,4,oto¤o
2771,PNLG,Parque Nacional Los Glaciares,HUEMUL,25/02/2018,-4933319,-7295875,-49.33319,-72.95875,-49.33319,-72.95875,580,"Ladera Norte del valle del R¡o Fitz Roy, 2,3 km al Este de Laguna Torre","Bosque de lenga y ¤ire, con rocas dispersas. Pendiente leve a moderada, exposici¢n Sur-SO",Muy bueno,"Turismo, sendero, campamento",1,,2018,1854,Glaciares,2,verano
607,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/11/2010,-4933319,-7295723,-49.33319,-72.95723,-49.33319,-72.95723,580,"Ladera Norte del valle del R¡o Fitz Roy, intersecci¢n de la senda a Lag. Torre y la senda a Lag. Madre e Hija.",,,"Turismo, senderos.",1,,2010,223,Glaciares,11,primavera
1532,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/01/2016,-4933318,-7298827,-49.33318,-72.98827,-49.33318,-72.98827,620,"Ladera norte del R¡o Fitz Roy, a 570 metros de la naciente en Laguna Torre","Fondo de valle, costa de r¡o, morenas, bosque de lenga con arbustivas. Suelo pedregoso, pendiente leve",Bueno a muy bueno,"Turismo, sendero, campamento, mirador",1,,2016,756,Glaciares,1,verano
1943,PNLG,Parque Nacional Los Glaciares,HUEMUL,14/01/2018,-4933318,-7295649,-49.33318,-72.95649,-49.33318,-72.95649,575,"Ladera norte del R¡o Fitz Roy, 2,4 km al Este de Laguna Torre","Ladera con bosque de lenga y pastizal bajo de gram¡neas y arbustivas dispersas. Pendiente leve, exposici¢n sur.",Muy bueno,"Turismo, senderos, sanitarios",2,,2018,1122,Glaciares,1,verano
357,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/10/2008,-4933318,-7291907,-49.33318,-72.91907,-49.33318,-72.91907,0,"Sendero a Lag. Torre, entre bifurcaci¢n Chalt‚n N-S y subida al mirador, del lado Sur del sendero","Bosque de lenga y matorral; calafate. Pendiente leve, exposici¢n Norte",,"Turismo, sendero",1,,2008,173,Glaciares,10,primavera
1180,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/01/2014,-4933317,-7298528,-49.33317,-72.98528,-49.33317,-72.98528,623,"Margen Sur del R¡o Fitz Roy, a 800 m al Este de la naciente en Laguna Torreÿ","Fondo de valle, barda costera desmoronada por erosi¢n fluvial, bosque de lenga alto, suelo despejado, arenoso, algunas arbustivas, siete camisas, calafate. Exposici¢n Norte, pendiente moderada.ÿ",Bueno,"Turismo, senderos, campamentos, miradores",1,,2014,472,Glaciares,1,verano
2087,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/02/2019,-4933317,-7295675,-49.33317,-72.95675,-49.33317,-72.95675,577,Letrina Madre e Hija,Bosque,Bueno,Zona de uso publico,1,,2019,1200,Glaciares,2,verano
1321,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/01/2015,-4933316,-7298362,-49.33316,-72.98362,-49.33316,-72.98362,620,"Margen sur del R¡o Fitz Roy, a 940 m de la naciente en Laguna Torre","Fondo de valle, costa de r¡o, laderas con bosque de lenga. pendiente leve.",Bueno a muy bueno,"Turismo, senderos, campamentos",1,,2015,565,Glaciares,1,verano
1951,PNLG,Parque Nacional Los Glaciares,HUEMUL,23/01/2018,-4933316,-7295691,-49.33316,-72.95691,-49.33316,-72.95691,580,"Ladera norte del R¡o Fitz Roy, 2 km al Este de Laguna Torre","Ladera con bosque abierto de lenga y ¤ire y pastizal bajo con arbustivas dispersas. Pendiente leve, exposici¢n sur sudeste",Bueno a muy bueno,"Turismo, senderos",1,,2018,1130,Glaciares,1,verano
2833,PNLG,Parque Nacional Los Glaciares,HUEMUL,30/01/2018,-4933316,-7295691,-49.33316,-72.95691,-49.33316,-72.95691,580,"Ladera Norte del R¡o Fitz Roy, 2,4 km al Este de Laguna Torre","Bosque abierto de lenga con pastizal. Pendiente leve, exposici¢n Sur-SE",Bueno a muy bueno,"Turismo, senderos, campamento, letrinas",1,,2018,1916,Glaciares,1,verano
685,PNLG,Parque Nacional Los Glaciares,HUEMUL,23/02/2011,-4933316,-7295711,-49.33316,-72.95711,-49.33316,-72.95711,580,"Valle del R¡o Fitz Roy, margen Norte, por sendero a Lag. Torre, cerca de bifurcaci¢n a Madre e Hija","Bosque de ¤ire, en fondo de valle con pendiente leve.",,"Turismo, sendero.",1,,2011,242,Glaciares,2,verano
1774,PNLG,Parque Nacional Los Glaciares,HUEMUL,21/02/2017,-4933316,-729875,-49.33316,-72.9875,-49.33316,-72.9875,620,"Margen norte del R¡o Fitz Roy, a 660 m de la naciente en Laguna Torre","Fondo de valle, morena con bosque de lenga. Pendiente leve",Bueno,"Turismo, campamento, senderos",1,,2017,975,Glaciares,2,verano
1936,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/01/2018,-4933315,-7295678,-49.33315,-72.95678,-49.33315,-72.95678,580,"Ladera norte del R¡o Fitz Roy, 2,3 km al Este de Laguna Torre","Fondo de valle, comienzo de ladera con bosque de lenga abierto y pastizal, pendiete leve, exposici¢n sur",Bueno,"Turismo, senderos, sanitarios",1,,2018,1115,Glaciares,1,verano
2522,PNLG,Parque Nacional Los Glaciares,HUEMUL,1/03/2020,-4933315,-7295685,-49.33315,-72.95685,-49.33315,-72.95685,578,"Senda Laguna Torre, bifurcaci¢n Madre e Hija",Bosque abierto,Bueno,Zona de uso publico,1,,2020,1635,Glaciares,3,verano
2521,PNLG,Parque Nacional Los Glaciares,HUEMUL,1/03/2020,-4933315,-7295685,-49.33315,-72.95685,-49.33315,-72.95685,578,"Senda Laguna Torre, cruce Madre e Hija",Lengal,Bueno,Zona de uso publico,1,,2020,1634,Glaciares,3,verano
1163,PNLG,Parque Nacional Los Glaciares,HUEMUL,30/12/2013,-4933314,-7295794,-49.33314,-72.95794,-49.33314,-72.95794,580,"Margen Norte del R¡o Fitz Roy, al Sur de la Loma de Las Pizarras","Fondo de valle con bosque de lenga muy abierto, pastizal alto, calafate, ¤ire. Sector de morena antigua.",Muy bueno,"Turismo, sendero",1,,2013,462,Glaciares,12,primavera
2462,PNLG,Parque Nacional Los Glaciares,HUEMUL,25/01/2020,-4933313,-7295682,-49.33313,-72.95682,-49.33313,-72.95682,577,Bifurcaci¢n sendero Torre y Madre e Hija,Lengal,Bueno,Zona de uso publico,1,,2020,1575,Glaciares,1,verano
2094,PNLG,Parque Nacional Los Glaciares,HUEMUL,4/02/2019,-4933313,-7295677,-49.33313,-72.95677,-49.33313,-72.95677,577,Sendero al Torre altura bif. Madre e hija,Bosque,Bueno,Zona de uso publico,1,,2019,1207,Glaciares,2,verano
612,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/11/2010,-4933313,-7295724,-49.33313,-72.95724,-49.33313,-72.95724,580,"Valle del R¡o Fitz Roy, margen Norte, por sendero a Laguna Torre.","Bosque de lenga, fondo de valle con pendiente leve.",,"Turismo, sendero",1,,2010,226,Glaciares,11,primavera
1751,PNLG,Parque Nacional Los Glaciares,HUEMUL,24/01/2017,-4933312,-7298884,-49.33312,-72.98884,-49.33312,-72.98884,630,"Ladera norte del R¡o Fitz Roy, a 540 m de la naciente en Laguna Torre","Morena frontal con pastizal y sectores con bosque de lenga. Suelo pedregoso, pendiente moderada.",Bueno a muy bueno,"Turismo, senderos, campamentos",1,,2017,952,Glaciares,1,verano
2810,PNLG,Parque Nacional Los Glaciares,HUEMUL,11/04/2018,-4933309,-7299371,-49.33309,-72.99371,-49.33309,-72.99371,640,"ladera Oeste_SO del R¡o Fitz Roy, a 200 a 300 m de la naciente en Laguna Torre","Ladera con bosque de lenga, pendiente leve, exposici¢n Norte-NE",Bueno a muy bueno,"Turismo, sendero, tirolesa",1,,2018,1893,Glaciares,4,oto¤o
1905,PNLG,Parque Nacional Los Glaciares,HUEMUL,4/12/2017,-4933309,-7295697,-49.33309,-72.95697,-49.33309,-72.95697,578,"Ladera norte del valle del R¡o Fitz Roy, 2,3 km al Este de Laguna Torre","Ladera con bosque de lenga abierto y pastizal. Sector de morenas frontales. Pendiente leve, suelo arenoso a pedregoso.",Bueno a muy bueno,"Turismo, senderos, sanitario cercano",1,,2017,1089,Glaciares,12,primavera
2333,PNLG,Parque Nacional Los Glaciares,HUEMUL,22/11/2019,-4933308,-729535,-49.33308,-72.9535,-49.33308,-72.9535,559,Sendero laguna Torre km 5,Bosque,Bueno,Zona de uso publico,1,,2019,1446,Glaciares,11,primavera
1808,PNLG,Parque Nacional Los Glaciares,HUEMUL,16/03/2017,-4933307,-7298616,-49.33307,-72.98616,-49.33307,-72.98616,620,"Margen norte del R¡o Fitz Roy, a 720 m de la naciente en Laguna Torre","Fondo de valle, costa de r¡o, isla con arbustivas. Suelo pedregoso.",Muy bueno,"Turismo, campamento, senderos",1,Huellas,2017,1009,Glaciares,3,verano
1214,PNLG,Parque Nacional Los Glaciares,HUEMUL,8/03/2014,-4933305,-729578,-49.33305,-72.9578,-49.33305,-72.9578,580,"Ladera Norte del R¡o Fitz Roy, a 2,3 km de Laguna Torre","Fondo de valle, borde de morena, piedras y rocas con bosque de lengas de distintas edades, pastizal denso y alto.",Muy bueno,"Turismo, senderos, sanitario cercano",1,,2014,499,Glaciares,3,verano
2169,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/03/2019,-4933305,-7295668,-49.33305,-72.95668,-49.33305,-72.95668,577,Bifurcaci¢n Madre e Hija - Torre,Bosque,Bueno,Zona de uso publico,1,,2019,1282,Glaciares,3,verano
1695,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/11/2016,-4933301,-729575,-49.33301,-72.9575,-49.33301,-72.9575,580,"Ladera norte del R¡o Fitz Roy, 2,3 km al Este de Laguna Torre","Fondo de valle, comienzo de ladera con bosque de lenga abierto y pastizal de gram¡neas. ¥irantales cercanos. Pendiente leve",Muy bueno,"Turismo, senderos",2,,2016,915,Glaciares,11,primavera
1922,PNLG,Parque Nacional Los Glaciares,HUEMUL,29/12/2017,-4933301,-7292728,-49.33301,-72.92728,-49.33301,-72.92728,605,"Ladera norte del valle del R¡o Fitz Roy, 330 m al noroeste del Cerro Dos C¢ndores","Ladera con bosque de lenga abierto y pastizal con arbustivas dispersas. Pendiente leve, exposici¢n sur.",Bueno a muy bueno,"Turismo, sendero, mirador",2,,2017,1102,Glaciares,12,primavera
1882,PNLG,Parque Nacional Los Glaciares,HUEMUL,24/10/2017,-4933299,-7295717,-49.33299,-72.95717,-49.33299,-72.95717,580,"Ladera norte del valle del R¡o Fitz Roy, 2,3 km al Este de laguna Torre",Ladera con bosque de lenga y pastizal. Pendiente leve,Bueno a muy bueno,"Turismo, senderos. Letrina",1,,2017,1068,Glaciares,10,primavera
1805,PNLG,Parque Nacional Los Glaciares,HUEMUL,16/03/2017,-4933298,-7298704,-49.33298,-72.98704,-49.33298,-72.98704,620,"Margen norte del R¡o Fitz Roy, a 660 m de la naciente en Laguna Torre","Fondo de valle, costa de r¡o, morena y comienzo de ladera con bosque de ¤ire y lenga. Pendiente leve. Suelo pedregoso",Bueno a muy bueno,"Turismo, campamento, senderos",2,,2017,1006,Glaciares,3,verano
1500,PNLG,Parque Nacional Los Glaciares,HUEMUL,15/07/2015,-4933298,-7298291,-49.33298,-72.98291,-49.33298,-72.98291,0,"Valle del R¡o Fitz Roy, a 970 m de la naciente del r¡o en Laguna Torre","Fonso de valle, costa de r¡o con suelo rocos pedregoso, ¤ires bajos, achaparrados cerca de la orilla y bosque de lenga alto m s adentro. Murtilla, viola, etc, entre las piedras de la costa y orilla.",Muy bueno,"Turismo, senderos y campamentos cercanos",2,,2015,725,Glaciares,7,invierno
1460,PNLG,Parque Nacional Los Glaciares,HUEMUL,29/10/2015,-4933298,-7298518,-49.33298,-72.98518,-49.33298,-72.98518,622,"Orilla sur del R¡o Fitz Roy, a 800 m de la naciente en Laguna Torre","Fondo de valle, costa de r¡o rodeada de bosque de lenga, suelo pedregoso",Bueno a muy bueno,"Turismo, sendero, campamentos",1,,2015,685,Glaciares,10,primavera
2485,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/02/2020,-4933297,-7295683,-49.33297,-72.95683,-49.33297,-72.95683,577,Bifurcaci¢n sendero Madre e Hija,Lengal,Bueno,Zona de uso publico,1,,2020,1598,Glaciares,2,verano
2527,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/03/2020,-4933297,-7295733,-49.33297,-72.95733,-49.33297,-72.95733,580,"Sendero Laguna Torre, bifurcaci¢n Madre e Hija, alrededores de la letrina",Bosque abierto de lengas,Bueno,Zona de uso publico,1,,2020,1640,Glaciares,3,verano
1829,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/03/2017,-4933295,-7298716,-49.33295,-72.98716,-49.33295,-72.98716,620,"Margen norte del R¡o Fitz Roy, a 660 m de la naciente en Laguna Torre","Fondo de valle, morena con bosque de lenga. Pendiente leve",Bueno a regular,"Turismo, campamento, senderos, mirador",0,Huellas,2017,1030,Glaciares,3,verano
2223,PNLG,Parque Nacional Los Glaciares,HUEMUL,31/03/2019,-4933294,-7295648,-49.33294,-72.95648,-49.33294,-72.95648,570,Sendero Lagura Torre a 500 mts bifurcaci¢n Madre e Hija,Bosque,Bueno,Zona de uso publico,1,,2019,1336,Glaciares,3,verano
878,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/12/2012,-4933294,-7295965,-49.33294,-72.95965,-49.33294,-72.95965,570,"Ladera Norte del R¡o Fitz Roy, 2,5 km al Este de la naciente","Ladera de pendiente moderada con bosque de lenga, pastizal y arbustos dispersos. Rocas grandes",Muy bueno,"Turismo, sendero",2,,2012,356,Glaciares,12,primavera
2024,PNLG,Parque Nacional Los Glaciares,HUEMUL,7/01/2019,-4933292,-7291492,-49.33292,-72.91492,-49.33292,-72.91492,524,Senda Torre Km 1,Bosque,Bueno,Zona de uso publico,1,,2019,1139,Glaciares,1,verano
1294,PNLG,Parque Nacional Los Glaciares,HUEMUL,20/11/2014,-4933291,-72957,-49.33291,-72.957,-49.33291,-72.957,575,"Margen Norte del valle del R¡o Fitz Roy, 1,2 km al sur del extremo Este de la Loma de las Pizarras","Fondo de valle, comienzo de ladera, pendiente leve. Bosque de lenga y ¤ire, con pastizal y matorral. Suelo arenoso, exposici¢n SE.",Bueno a muy bueno,"Turismo, senderos. Sanitario p£blico",1,,2014,539,Glaciares,11,primavera
1311,PNLG,Parque Nacional Los Glaciares,HUEMUL,24/12/2014,-4933291,-7295647,-49.33291,-72.95647,-49.33291,-72.95647,575,"Margen norte del valle del R¡o Fitz Roy, 2,5 km al Este de Laguna Torre","Fondo de valle, amplio llano con bosque de lenga abierto con pastizal. Sectores con bosque de ¤ire. Pendiente leve.ÿ",Bueno a muy bueno,"Turismo, senderos, sanitarios",1,,2014,556,Glaciares,12,primavera
1378,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/02/2015,-4933289,-7298329,-49.33289,-72.98329,-49.33289,-72.98329,620,"Margen norte del R¡o Fitz Roy, 975 m aguas abajo de la naciente en Laguna Torre","Fondo de valle, sector de costa de r¡o con lengas bajas aisladas y poca vegetaci¢n arbustiva",Bueno a muy bueno,"Tursimo, sendero",2,Huellas,2015,620,Glaciares,2,verano
1393,PNLG,Parque Nacional Los Glaciares,HUEMUL,22/03/2015,-4933289,-7298347,-49.33289,-72.98347,-49.33289,-72.98347,620,"Margen norte del R¡o Frey, a 945 m de la naciente en Laguna Torre","Fondo de valle, costa de r¡o matorral de lengas y ¤ire, pastizal ralo con bastante suelo desnudo y pedregoso. Sector del valle entre morenas",Bueno a muy bueno,"Tursimo, sendero",1,,2015,635,Glaciares,3,verano
2134,PNLG,Parque Nacional Los Glaciares,HUEMUL,24/02/2019,-4933288,-7295277,-49.33288,-72.95277,-49.33288,-72.95277,558,Senda Laguna Torre Km 5,Bosque,Bueno,Zona de uso publico,1,,2019,1247,Glaciares,2,verano
1784,PNLG,Parque Nacional Los Glaciares,HUEMUL,25/02/2017,-4933287,-7298459,-49.33287,-72.98459,-49.33287,-72.98459,622,"Margen norte del R¡o Fitz Roy, entre 600 a 850 m de la naciente en Laguna Torre","Fondo de valle, costa de r¡o con bosque abierto de lenga y ¤ire. Suelo pedregoso, pendiente leve",Bueno a muy bueno,"Turismo, sendero, campamento",1,,2017,985,Glaciares,2,verano
1155,PNLG,Parque Nacional Los Glaciares,HUEMUL,6/12/2013,-4933287,-7298425,-49.33287,-72.98425,-49.33287,-72.98425,600,"Margen Norte del R¡o Fitz Roy, a 620 m de la Laguna Torre","Fondo de valle, sector costero del r¡o; rocas, bosque de lenga, ¤ireÿ",Bueno,"Turismo, sendero, campamento",2,,2013,454,Glaciares,12,primavera
2780,PNLG,Parque Nacional Los Glaciares,HUEMUL,7/03/2018,-4933286,-729272,-49.33286,-72.9272,-49.33286,-72.9272,610,"Ladera Norte del valle del R¡o Fitz Roy, 380 m al NO del Cerro Dos C¢ndores","Bosque de lenga, pendiente leve a moderada, exposici¢n Sur-SO",Bueno a muy bueno,"Turismo, sendero, mirador",1,,2018,1863,Glaciares,3,verano
1409,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/04/2015,-4933286,-7298398,-49.33286,-72.98398,-49.33286,-72.98398,620,"Margen norte del R¡o Fitz Roy, a 900 m de la naciente en Laguna Torre","Fondo de valle, sector costero del r¡o, morena. Bosque de lenga abierto con pastizal alto y denso",Bueno a muy bueno,"Turismo, sendero, campamentos",2,,2015,651,Glaciares,4,oto¤o
1833,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/04/2017,-4933286,-7298728,-49.33286,-72.98728,-49.33286,-72.98728,617,"Margen norte del R¡o Fitz Roy, a 660 m de la naciente en Laguna Torre","Fondo de valle, morena con bosque de lenga, suelo arenoso. Pendiente leve",Bueno a regular,"Turismo, campamento, senderos",1,,2017,1034,Glaciares,4,oto¤o
1288,PNLG,Parque Nacional Los Glaciares,HUEMUL,16/09/2014,-4933285,-7295682,-49.33285,-72.95682,-49.33285,-72.95682,580,"Margen norte del R¡o Fitz Roy, al Este de la morena frontal a 2,2 km de Lag. Torre","Fondo de valle, pendiente leve. Bosque de lenga con arbustivas y pastizal, calafate, siete camisas. Suelo arenoso. Exposici¢n Este - SE.",Bueno a muy bueno,"Turismo, senderos",1,,2014,533,Glaciares,9,invierno
2709,PNLG,Parque Nacional Los Glaciares,HUEMUL,14/01/2021,-4933284,-7291449,-49.33284,-72.91449,-49.33284,-72.91449,526,Sendero Torre,bosque lenga,bueno,Zona de uso publico,2,,2021,1792,Glaciares,1,verano
1930,PNLG,Parque Nacional Los Glaciares,HUEMUL,24/06/2017,-4933283,-7298691,-49.33283,-72.98691,-49.33283,-72.98691,616,"Margen norte del r¡o Fitz Roy, a 680 m de la naciente en Laguna Torre","Fondo de valle comienzo de ladera con bosque de lenga. Suelo pedregoso. Pendiente leve, exposici¢n sur.",Bueno,"Turismo, sendero, campamento, mirador",2,,2017,1109,Glaciares,6,oto¤o
271,PNLG,Parque Nacional Los Glaciares,HUEMUL,23/10/2006,-4933283,-7294955,-49.33283,-72.94955,-49.33283,-72.94955,554,Sendero a Laguna Torre,Bosque achaparrado,,,1,,2006,107,Glaciares,10,primavera
1468,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/11/2015,-4933282,-7298624,-49.33282,-72.98624,-49.33282,-72.98624,620,"Margen norte del R¡o Fitz Roy, 400 metros al Este de Laguna Torre","Fondo de valle, costa y orilla de r¡o, suelo pedregoso. Bosque de lenga en ambas riveras",Bueno a muy bueno,"Turismo, sendero, campamentos",2,,2015,693,Glaciares,11,primavera
876,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/12/2012,-4933282,-7292673,-49.33282,-72.92673,-49.33282,-72.92673,610,"Ladera Norte del R¡o Fitz Roy, al NO del Cerro Dos C¢ndores","Ladera de pendiente moderada con bosque de lenga maduro, abierto, siete camisas, notro y pastizal, cacho de cabra, etc. Troncos grandes caidos y roquedales.",Muy bueno,"Turismo, sendero",1,,2012,354,Glaciares,12,primavera
2074,PNLG,Parque Nacional Los Glaciares,HUEMUL,24/01/2019,-4933281,-7292054,-49.33281,-72.92054,-49.33281,-72.92054,530,Senda Torre Km 2,Bosque,Bueno,Zona de uso publico,1,,2019,1187,Glaciares,1,verano
2264,PNLG,Parque Nacional Los Glaciares,HUEMUL,4/06/2019,-4933278,-7292165,-49.33278,-72.92165,-49.33278,-72.92165,549,Senda laguna Torre km 2,Bosque,Bueno,Zona de uso publico,1,,2019,1377,Glaciares,6,oto¤o
2318,PNLG,Parque Nacional Los Glaciares,HUEMUL,1/11/2019,-4933278,-7295238,-49.33278,-72.95238,-49.33278,-72.95238,557,Senda Laguna Torre km 5,Bosque,Bueno,Zona de uso publico,1,,2019,1431,Glaciares,11,primavera
1331,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/01/2015,-4933277,-7293023,-49.33277,-72.93023,-49.33277,-72.93023,570,"Ladera norte del R¡o Fitz Roy, 650 a 700 m al NO del cerro Dos C¢ndoresÿ","Ladera con bosque de lenga. Pendiente moderada, exposici¢n S-SO. Rocoso",Bueno a muy bueno,"Turismo, sendero, mirador",2,,2015,575,Glaciares,1,verano
1945,PNLG,Parque Nacional Los Glaciares,HUEMUL,6/03/2019,-4933277,-7292057,-49.33277,-72.92057,-49.33277,-72.92057,550,"Ladera norte del R¡o Fitz Roy, a 350 m al norte del Cerro Dos C¢ndores","Ladera con bosque de lenga y sectores con roquedales. Pendiente leve a moderada, exposici¢n sur.",Bueno,"Turismo, sendero y miradores",2,,2019,1124,Glaciares,3,verano
1696,PNLG,Parque Nacional Los Glaciares,HUEMUL,29/11/2016,-4933277,-7298682,-49.33277,-72.98682,-49.33277,-72.98682,615,"Margen norte del R¡o Fitz Roy, a 700 m de la naciente en Laguna Torre","Fondo de valle, comienzo de ladera con bosque de lenga. Pendiente leve",Bueno,"Turismo, campamento, senderos",1,,2016,916,Glaciares,11,primavera
875,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/12/2012,-4933275,-7293126,-49.33275,-72.93126,-49.33275,-72.93126,560,"Ladera Norte del R¡o Fitz Roy, al Oeste del Mirador Torre",Ladera de pendiente leve con bosque de lenga,Muy bueno,"Turismo, sendero",1,,2012,353,Glaciares,12,primavera
1565,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/01/2016,-4933273,-7298473,-49.33273,-72.98473,-49.33273,-72.98473,620,"Margen norte del R¡o Fitz Roy, 600 m al Este de Laguna Torre","Fondo de valle, costa de r¡o, comienzo de bosque de lenga",Bueno a muy bueno,"Turismo, sendero, campamentos",1,,2016,789,Glaciares,1,verano
